State,Year,Quarter,Type,Name,Transaction_count,Transaction_amount
india,2019,2,District,jaipur,27449382,46056907216.76753
india,2019,2,District,new delhi,23313548,36146671717.918365
india,2019,2,District,rangareddy,16348519,25359412038.382965
india,2019,2,District,patna,13421445,26125484618.416542
india,2019,2,District,khordha,13339889,19006076643.493904
india,2019,2,District,kolkata,13259522,17260848900.77318
india,2019,2,District,lucknow,12624404,22426462674.94428
india,2019,2,State,karnataka,115401604,163702024226.0841
india,2019,2,State,maharashtra,101149853,153294470088.05945
india,2019,2,State,telangana,89610379,155676443182.43457
india,2019,2,State,uttar pradesh,58883500,98917519370.67831
india,2019,2,State,delhi,57171512,81706816063.62862
india,2019,2,State,andhra pradesh,56409015,113634518758.22931
india,2019,2,State,rajasthan,50009286,89107313172.66756
india,2019,2,State,west bengal,47023535,57105691119.11844
india,2019,2,State,madhya pradesh,40846013,68334566380.56182
india,2019,2,State,tamil nadu,32171737,64207676025.75553
india,2019,3,District,bengaluru urban,131234422,150244275641.79712
india,2019,3,District,pune,67093416,78128868958.39702
india,2019,3,District,hyderabad,55159072,96365182751.25804
india,2019,3,District,jaipur,36334520,58402103360.67965
india,2019,3,District,new delhi,24687138,43288057341.92169
india,2019,3,District,rangareddy,23655175,33663962263.155968
india,2019,3,District,khordha,18364742,25509656902.49331
india,2019,3,District,medchal malkajgiri,17492750,23256556346.306458
india,2019,3,District,visakhapatnam,16694947,26944837120.046288
india,2019,3,District,kolkata,16306691,21451201632.248753
india,2019,3,State,karnataka,170733735,214536720438.18292
india,2019,3,State,maharashtra,148735581,199617506744.94272
india,2019,3,State,telangana,121495376,201930021130.42365
india,2019,3,State,andhra pradesh,76288614,139447944254.78943
india,2019,3,State,delhi,69537876,103196812046.45712
india,2019,3,State,uttar pradesh,68623959,111268137475.02844
india,2019,3,State,rajasthan,67303617,112468290031.92343
india,2019,3,State,west bengal,66444829,70540532616.82985
india,2019,3,State,madhya pradesh,53610411,77676321491.22867
india,2019,3,State,odisha,41422272,57304577359.217094
india,2019,4,District,bengaluru urban,180458808,199966708446.8142
india,2019,4,District,pune,91666565,103270644868.1607
india,2019,4,District,hyderabad,72987282,130230415629.3025
india,2019,4,District,jaipur,44335592,81782144762.48987
india,2019,4,District,rangareddy,31237803,44757331443.568375
india,2019,4,District,new delhi,29048107,54398427887.76768
india,2019,4,District,khordha,27477393,34227232121.528633
india,2019,4,District,visakhapatnam,23594874,39133296330.044624
india,2019,4,District,medchal malkajgiri,22999944,31417907129.793076
india,2019,4,District,kolkata,21917627,26475748918.32508
india,2019,4,State,karnataka,237796252,295047143447.2384
india,2019,4,State,maharashtra,201260620,272994428799.56488
india,2019,4,State,telangana,163572258,280746765547.7425
india,2019,4,State,andhra pradesh,107218103,200948315488.80518
india,2019,4,State,west bengal,96805838,88203610254.64601
india,2019,4,State,uttar pradesh,86905005,145538926507.3059
india,2019,4,State,rajasthan,85074242,159452410049.68317
india,2019,4,State,delhi,80744997,129024467424.89066
india,2019,4,State,madhya pradesh,68131989,104687926790.8659
india,2019,4,State,odisha,64995633,79769373632.04843
india,2020,1,District,bengaluru urban,200174352,231970686013.7528
india,2020,1,District,pune,107497963,119146177775.3236
india,2020,1,District,hyderabad,94177232,183207208610.81787
india,2020,1,District,jaipur,52623661,98360847993.80875
india,2020,1,District,rangareddy,31802492,45881228273.95146
india,2020,1,District,visakhapatnam,27115031,48809747614.678894
india,2020,1,District,medchal malkajgiri,25458101,37404467180.931694
india,2020,1,District,central delhi,24757650,41219414205.0607
india,2020,1,District,mumbai suburban,23598054,40462122569.6479
india,2020,1,District,khordha,23152370,39755139238.6053
india,2020,1,State,karnataka,271033890,353402054999.4003
india,2020,1,State,maharashtra,238944081,319995196718.0683
india,2020,1,State,telangana,199409525,371343780368.2118
india,2020,1,State,andhra pradesh,127677357,252737214289.0485
india,2020,1,State,rajasthan,102258812,190308238561.00217
india,2020,1,State,uttar pradesh,97239132,172416434960.69037
india,2020,1,State,delhi,81747604,133616543642.58943
india,2020,1,State,madhya pradesh,79366746,126737281436.18527
india,2020,1,State,tamil nadu,66953473,116569686179.4346
india,2020,1,State,west bengal,66250381,96653305190.9406
india,2020,2,District,bengaluru urban,132120979,176357097466.7659
india,2020,2,District,pune,58840981,94890914730.75931
india,2020,2,District,hyderabad,56374644,130820061488.30273
india,2020,2,District,jaipur,43871862,88270816977.90562
india,2020,2,District,visakhapatnam,25300401,48293889917.41437
india,2020,2,District,rangareddy,18068048,31273545586.261536
india,2020,2,District,medchal malkajgiri,17860704,29732057894.607735
india,2020,2,District,central delhi,17641823,30418597739.3527
india,2020,2,District,khordha,16842715,34814877058.416145
india,2020,2,District,ahmadabad,16430916,32731896547.150326
india,2020,2,State,karnataka,213221712,321104877020.14185
india,2020,2,State,maharashtra,184790761,296359517159.4161
india,2020,2,State,telangana,152055143,321531839352.42236
india,2020,2,State,andhra pradesh,144917855,302583689746.5449
india,2020,2,State,rajasthan,101954656,193763273003.28284
india,2020,2,State,uttar pradesh,100851965,178744016130.31216
india,2020,2,State,madhya pradesh,76340573,147922015289.08447
india,2020,2,State,delhi,66042018,107873438203.3316
india,2020,2,State,west bengal,57676797,100099431877.35757
india,2020,2,State,bihar,53386742,128806523628.85289
india,2020,3,District,bengaluru urban,188947684,261095181780.0901
india,2020,3,District,pune,101472134,154366363808.0403
india,2020,3,District,hyderabad,99285803,228448742377.47607
india,2020,3,District,jaipur,71797182,138189424031.4575
india,2020,3,District,visakhapatnam,34421299,67628440368.111465
india,2020,3,District,central delhi,32203761,61527717933.93762
india,2020,3,District,rangareddy,29573243,51787722036.044556
india,2020,3,District,bhopal,29560361,57525605025.512215
india,2020,3,District,medchal malkajgiri,28698311,48831695001.78223
india,2020,3,District,khordha,23387123,44638448273.52248
india,2020,3,State,karnataka,300360531,470740515696.6945
india,2020,3,State,maharashtra,268310924,440307079012.4761
india,2020,3,State,telangana,236372126,505961144755.88367
india,2020,3,State,andhra pradesh,204902935,467084130584.9388
india,2020,3,State,rajasthan,149088676,293678306162.4698
india,2020,3,State,uttar pradesh,127405259,248689955423.05322
india,2020,3,State,madhya pradesh,108579881,205701679984.5376
india,2020,3,State,delhi,96491861,175163962804.6604
india,2020,3,State,west bengal,79954504,156813355855.1383
india,2020,3,State,bihar,71503748,173328865111.81442
india,2020,4,District,bengaluru urban,267720411,352536741958.4486
india,2020,4,District,pune,142350762,182511549425.14316
india,2020,4,District,hyderabad,117008707,243045184188.2821
india,2020,4,District,jaipur,82378485,159641718978.41748
india,2020,4,District,rangareddy,53405219,89256130453.08658
india,2020,4,District,medchal malkajgiri,49900746,81801106073.41168
india,2020,4,District,visakhapatnam,46551467,91879823025.40399
india,2020,4,District,bhopal,38492334,67905952477.88091
india,2020,4,District,central delhi,32194168,61575435521.28284
india,2020,4,District,mumbai suburban,31947471,52567087497.07483
india,2020,4,State,karnataka,431536984,658036698565.0032
india,2020,4,State,maharashtra,407621004,622155530832.2585
india,2020,4,State,telangana,343643787,696350439226.9452
india,2020,4,State,andhra pradesh,286118552,654841546033.3186
india,2020,4,State,rajasthan,190283435,386034779836.48376
india,2020,4,State,uttar pradesh,178167517,357428826778.2578
india,2020,4,State,madhya pradesh,153652541,284275139772.3589
india,2020,4,State,delhi,120540417,216265088224.54358
india,2020,4,State,tamil nadu,111179701,206473197500.99268
india,2020,4,State,west bengal,100340645,199165491365.6468
india,2021,1,District,bengaluru urban,348712787,432401341231.7671
india,2021,1,District,pune,208930588,253623629237.65796
india,2021,1,District,hyderabad,169703372,316572388133.7874
india,2021,1,District,jaipur,125917532,223771205713.25284
india,2021,1,District,bhopal,67309234,101725720745.41443
india,2021,1,District,rangareddy,60675056,98883148961.30931
india,2021,1,District,medchal malkajgiri,54854446,87516738646.29623
india,2021,1,District,central delhi,54173342,90711721159.77658
india,2021,1,District,mumbai suburban,49079788,75911506798.24135
india,2021,1,District,visakhapatnam,48248923,95308386037.8472
india,2021,1,State,karnataka,523797492,754995357412.3948
india,2021,1,State,maharashtra,517860240,769887352153.2483
india,2021,1,State,telangana,412572110,799359264046.5657
india,2021,1,State,andhra pradesh,289747970,672444670176.5881
india,2021,1,State,rajasthan,252730919,491492581657.63354
india,2021,1,State,uttar pradesh,204499547,396287587577.55756
india,2021,1,State,madhya pradesh,201998498,343533954382.3015
india,2021,1,State,delhi,157359004,266928345043.49225
india,2021,1,State,tamil nadu,136556674,248668143873.65317
india,2021,1,State,west bengal,118254052,242937207475.51984
india,2021,2,District,bengaluru urban,326804307,444422398357.67755
india,2021,2,District,pune,218732925,298657497266.993
india,2021,2,District,hyderabad,212326623,424872741465.13696
india,2021,2,District,jaipur,137247139,248390977964.5579
india,2021,2,District,bhopal,74643630,127038866031.39793
india,2021,2,District,rangareddy,63155281,113987187628.93881
india,2021,2,District,central delhi,62131856,100895875737.76093
india,2021,2,District,medchal malkajgiri,58755991,102864360004.68025
india,2021,2,District,visakhapatnam,54390299,114439012713.35336
india,2021,2,District,patna,53400850,114936398151.99364
india,2021,2,State,maharashtra,573616486,915115055623.7152
india,2021,2,State,karnataka,530649046,837887151230.051
india,2021,2,State,telangana,495867544,1027958332797.5903
india,2021,2,State,andhra pradesh,352767134,850737499108.2987
india,2021,2,State,rajasthan,287477039,561702765169.2324
india,2021,2,State,uttar pradesh,241949131,482172489166.39343
india,2021,2,State,madhya pradesh,223314680,425500768035.631
india,2021,2,State,delhi,170157264,281941097684.5416
india,2021,2,State,bihar,155603622,374580255186.58875
india,2021,2,State,tamil nadu,146158442,263487341026.54623
india,2021,3,District,bengaluru urban,476485560,626123198813.8513
india,2021,3,District,pune,303322956,372243656247.4718
india,2021,3,District,hyderabad,262028284,479343321365.3726
india,2021,3,District,jaipur,193839196,313664435689.29987
india,2021,3,District,bhopal,103403998,146735124186.2163
india,2021,3,District,central delhi,88849847,137311394953.58371
india,2021,3,District,rangareddy,87884143,147772047919.14047
india,2021,3,District,medchal malkajgiri,79514766,130838255095.6952
india,2021,3,District,khordha,71647985,108452202806.23244
india,2021,3,District,visakhapatnam,69220981,136945652159.26515
india,2021,3,State,maharashtra,792874060,1159257305167.4514
india,2021,3,State,karnataka,753296539,1133234739157.5984
india,2021,3,State,telangana,622886768,1178289126292.2617
india,2021,3,State,andhra pradesh,432032550,984218035564.1218
india,2021,3,State,rajasthan,400284753,710511328542.4897
india,2021,3,State,madhya pradesh,311443334,504412603851.49896
india,2021,3,State,uttar pradesh,306543384,557080841279.8989
india,2021,3,State,delhi,238760608,383858316548.281
india,2021,3,State,tamil nadu,204357404,365207323053.92737
india,2021,3,State,bihar,187671113,397062760956.3983
india,2021,4,District,bengaluru urban,584958847,755926042210.8081
india,2021,4,District,pune,371337618,454584743765.05554
india,2021,4,District,hyderabad,325636475,582079170534.0186
india,2021,4,District,jaipur,231804892,394435778364.0141
india,2021,4,District,bhopal,134176541,190196223229.17587
india,2021,4,District,rangareddy,111354739,188838966046.13513
india,2021,4,District,central delhi,111134916,177625511230.04297
india,2021,4,District,medchal malkajgiri,98780634,164568262330.06238
india,2021,4,District,khordha,94505879,135122128258.68542
india,2021,4,District,mumbai suburban,92733033,134616103622.6073
india,2021,4,State,maharashtra,1010731502,1475358473128.29
india,2021,4,State,karnataka,931725438,1375471324349.8774
india,2021,4,State,telangana,775989773,1463758189500.9146
india,2021,4,State,andhra pradesh,522254003,1156264447083.9229
india,2021,4,State,rajasthan,487621597,903934418544.2667
india,2021,4,State,uttar pradesh,406157932,773890970072.1895
india,2021,4,State,madhya pradesh,404308084,656887492404.4789
india,2021,4,State,delhi,292683359,488695314062.3906
india,2021,4,State,tamil nadu,259155976,443723952594.79407
india,2021,4,State,bihar,245126945,519371614068.7477
india,2022,1,District,bengaluru urban,648380838,837938769153.0938
india,2022,1,District,pune,424149132,508475101454.5797
india,2022,1,District,hyderabad,372711414,661512502141.0775
india,2022,1,District,jaipur,262950613,434507898653.22876
india,2022,1,District,bhopal,159892411,221096758835.27948
india,2022,1,District,central delhi,128309915,198072597274.588
india,2022,1,District,rangareddy,127675017,216609881380.40106
india,2022,1,District,medchal malkajgiri,110893187,185168270983.38605
india,2022,1,District,mumbai suburban,104595313,148080835860.6061
india,2022,1,District,khordha,104052705,152745328927.4852
india,2022,1,State,maharashtra,1169506438,1681399273981.1611
india,2022,1,State,karnataka,1057855407,1566649488305.8838
india,2022,1,State,telangana,886453385,1670638169828.9993
india,2022,1,State,andhra pradesh,582603911,1294320646554.8625
india,2022,1,State,rajasthan,564962220,1022050180980.1362
india,2022,1,State,uttar pradesh,473953246,883123174117.0391
india,2022,1,State,madhya pradesh,472703058,747665139599.6421
india,2022,1,State,delhi,330999861,536964920836.2892
india,2022,1,State,tamil nadu,294573150,512789201600.616
india,2022,1,State,bihar,284390434,611411695731.1455
india,2022,2,District,bengaluru urban,786978117,1013933810932.2711
india,2022,2,District,pune,520321567,620747087392.5974
india,2022,2,District,hyderabad,446470234,775908693266.7238
india,2022,2,District,jaipur,314511010,497492495896.22046
india,2022,2,District,bhopal,185588829,255910395858.58392
india,2022,2,District,rangareddy,161888380,267052522620.51453
india,2022,2,District,central delhi,159034619,232911858055.0848
india,2022,2,District,medchal malkajgiri,134114768,221257316347.71973
india,2022,2,District,mumbai suburban,125227570,172590494011.93738
india,2022,2,District,khordha,124986765,174299128204.99298
india,2022,2,State,maharashtra,1407533113,2006272382175.9395
india,2022,2,State,karnataka,1277448960,1867146114059.214
india,2022,2,State,telangana,1063382557,1951414544517.106
india,2022,2,State,andhra pradesh,671134030,1479853948202.9197
india,2022,2,State,rajasthan,661170150,1152833518600.3425
india,2022,2,State,uttar pradesh,595298776,1067515182419.9624
india,2022,2,State,madhya pradesh,544899829,867024737328.533
india,2022,2,State,delhi,410634184,629855650458.2181
india,2022,2,State,bihar,360145029,754461454966.1152
india,2022,2,State,tamil nadu,354506937,590134727678.3616
india,2022,3,District,hyderabad,1018658174,1586047443981.7903
india,2022,3,District,bengaluru urban,738035161,930886457807.8191
india,2022,3,District,pune,505018506,549531791371.8348
india,2022,3,District,jaipur,377469909,564818218571.2906
india,2022,3,District,central delhi,243139962,327191972497.86694
india,2022,3,District,mumbai suburban,197724164,247678975470.48975
india,2022,3,District,patna,188665398,298860414441.2887
india,2022,3,District,khordha,182514532,234713995654.54218
india,2022,3,District,chhindwara,169367916,236429180484.7117
india,2022,3,District,rangareddy,169029273,272598081405.12262
india,2022,3,State,telangana,1628165401,2706325865752.0645
india,2022,3,State,maharashtra,1486389417,1947579187374.532
india,2022,3,State,karnataka,1189761328,1665918232610.9397
india,2022,3,State,rajasthan,767541360,1238489256318.2173
india,2022,3,State,madhya pradesh,731259559,1032908494249.5833
india,2022,3,State,uttar pradesh,703589072,1121370050898.7217
india,2022,3,State,andhra pradesh,642855035,1385077409712.0752
india,2022,3,State,delhi,475592161,677612647116.1133
india,2022,3,State,bihar,437367385,791446486557.8687
india,2022,3,State,tamil nadu,393496175,631879220373.2378
india,2022,4,District,hyderabad,1133829812,1753799022390.8733
india,2022,4,District,bengaluru urban,876647100,1092079302011.8888
india,2022,4,District,pune,544687754,590334491443.0927
india,2022,4,District,jaipur,404922774,635458549842.8215
india,2022,4,District,central delhi,280960656,386107883617.5307
india,2022,4,District,mumbai suburban,248827345,310278216439.5166
india,2022,4,District,chhindwara,245710341,350638062974.85736
india,2022,4,District,patna,217434851,352393762150.454
india,2022,4,District,khordha,208260666,268479766618.40594
india,2022,4,District,rangareddy,191136402,295773661437.69385
india,2022,4,State,telangana,1819506832,2978252562916.1367
india,2022,4,State,maharashtra,1688775272,2210470839617.1724
india,2022,4,State,karnataka,1378910371,1904516622907.6313
india,2022,4,State,madhya pradesh,898828268,1302999857548.291
india,2022,4,State,rajasthan,865574848,1456956699398.6523
india,2022,4,State,uttar pradesh,836369071,1376378802069.4856
india,2022,4,State,andhra pradesh,690017077,1424725083041.6873
india,2022,4,State,bihar,517084649,936012149674.8281
india,2022,4,State,delhi,515203457,744915016018.5759
india,2022,4,State,odisha,445714743,652217064523.9851
india,2023,1,District,bengaluru urban,1012347596,1167307214747.0
india,2023,1,District,pune,505841046,489824129517.0
india,2023,1,District,rangareddy,329344012,487359310308.0
india,2023,1,District,hyderabad,286887382,415188829698.0
india,2023,1,District,medchal malkajgiri,256028955,382423152200.0
india,2023,1,District,jaipur,250101628,383391511211.0
india,2023,1,District,visakhapatnam,164358781,277211090180.0
india,2023,1,District,thane,142097640,164652846524.0
india,2023,1,District,gurugram,139674963,149429170153.0
india,2023,1,District,gautam buddha nagar,130607154,135979906082.0
india,2023,1,State,maharashtra,1848268499,2362285906059.0
india,2023,1,State,karnataka,1844697189,2470227226317.0
india,2023,1,State,telangana,1440331458,2372581734284.0
india,2023,1,State,andhra pradesh,1145532464,2249051316530.0
india,2023,1,State,uttar pradesh,1002557722,1636936265372.0
india,2023,1,State,rajasthan,921096686,1554913375850.0
india,2023,1,State,madhya pradesh,734566970,1062026599901.0
india,2023,1,State,bihar,547831195,1039276959944.0
india,2023,1,State,odisha,482896088,753968977663.0
india,2023,1,State,tamil nadu,461212387,715583673518.0
india,2023,2,District,bengaluru urban,1124713207,1308665877658.0
india,2023,2,District,pune,554427668,535801107518.0
india,2023,2,District,rangareddy,384456496,561147925919.0
india,2023,2,District,hyderabad,328016262,467328236325.0
india,2023,2,District,medchal malkajgiri,296231089,434043629718.0
india,2023,2,District,jaipur,291245541,414094307123.0
india,2023,2,District,visakhapatnam,184918179,303874597259.0
india,2023,2,District,gurugram,168827725,167788722810.0
india,2023,2,District,gautam buddha nagar,157681545,150948217823.0
india,2023,2,District,thane,155714593,178939371434.0
india,2023,2,State,karnataka,2067867526,2777599098830.0
india,2023,2,State,maharashtra,2063717848,2606004606468.0
india,2023,2,State,telangana,1665430971,2698149935008.0
india,2023,2,State,andhra pradesh,1305656964,2506039086916.0
india,2023,2,State,uttar pradesh,1211410582,1836622076526.0
india,2023,2,State,rajasthan,1073459338,1698455586300.0
india,2023,2,State,madhya pradesh,848037060,1202440949508.0
india,2023,2,State,bihar,683933094,1226046745390.0
india,2023,2,State,west bengal,545317686,1009315106972.0
india,2023,2,State,odisha,544597829,799332054104.0
india,2023,3,District,bengaluru urban,1298080873,1442850468373.0
india,2023,3,District,pune,625390706,593994260196.0
india,2023,3,District,rangareddy,439381886,615864362548.0
india,2023,3,District,hyderabad,371834420,505153023373.0
india,2023,3,District,jaipur,342432937,452155901967.0
india,2023,3,District,medchal malkajgiri,341559058,477958010169.0
india,2023,3,District,visakhapatnam,209884966,328927220951.0
india,2023,3,District,gurugram,188985975,179654213171.0
india,2023,3,District,gautam buddha nagar,180450033,164910883457.0
india,2023,3,District,thane,170404523,188843145118.0
india,2023,3,State,karnataka,2369262302,2985880895587.0
india,2023,3,State,maharashtra,2290678587,2752172184241.0
india,2023,3,State,telangana,1875045924,2870202901073.0
india,2023,3,State,andhra pradesh,1475164403,2653414098098.0
india,2023,3,State,uttar pradesh,1354622466,1861748362006.0
india,2023,3,State,rajasthan,1237232167,1800225443616.0
india,2023,3,State,madhya pradesh,978812593,1237821998249.0
india,2023,3,State,bihar,734238751,1148153363366.0
india,2023,3,State,west bengal,632093191,1071548606382.0
india,2023,3,State,odisha,622397603,840298338124.0
india,2023,4,District,bengaluru urban,1345789742,1497515119439.0
india,2023,4,District,pune,673819127,639679187750.0
india,2023,4,District,rangareddy,460487052,647241284036.0
india,2023,4,District,hyderabad,388720083,532414580487.0
india,2023,4,District,jaipur,364600665,506659281364.0
india,2023,4,District,medchal malkajgiri,362103399,502048775975.0
india,2023,4,District,visakhapatnam,223584765,344512874812.0
india,2023,4,District,gurugram,200753426,196708697020.0
india,2023,4,District,thane,192539402,209015388352.0
india,2023,4,District,gautam buddha nagar,192419424,180306500632.0
india,2023,4,State,maharashtra,2572162725,3098014934958.0
india,2023,4,State,karnataka,2564434164,3241376424383.0
india,2023,4,State,telangana,2020822178,3116417474765.0
india,2023,4,State,andhra pradesh,1596987426,2802514977823.0
india,2023,4,State,uttar pradesh,1566705382,2257441161652.0
india,2023,4,State,rajasthan,1349472154,2066379607801.0
india,2023,4,State,madhya pradesh,1102294613,1426502880687.0
india,2023,4,State,bihar,924427274,1434735808415.0
india,2023,4,State,west bengal,737953238,1249394976078.0
india,2023,4,State,odisha,732137476,978791865637.0
india,2024,1,District,bengaluru urban,1410557938,1530943099565.0
india,2024,1,District,pune,733071386,673821354148.0
india,2024,1,District,rangareddy,488047529,658571093582.0
india,2024,1,District,jaipur,417960026,559737992837.0
india,2024,1,District,hyderabad,402314318,527685058004.0
india,2024,1,District,medchal malkajgiri,380041109,499878493547.0
india,2024,1,District,visakhapatnam,238418938,363341573689.0
india,2024,1,District,gurugram,220314122,209018505349.0
india,2024,1,District,gautam buddha nagar,214720949,194154342486.0
india,2024,1,District,indore,204031251,225074399956.0
india,2024,1,State,maharashtra,2835770481,3372898894856.0
india,2024,1,State,karnataka,2796439155,3485248654506.0
india,2024,1,State,telangana,2179385307,3203769301073.0
india,2024,1,State,uttar pradesh,1785296948,2477543106639.0
india,2024,1,State,andhra pradesh,1755428485,3012725669749.0
india,2024,1,State,rajasthan,1599474007,2350500173790.0
india,2024,1,State,madhya pradesh,1286156614,1625420229864.0
india,2024,1,State,bihar,1078734783,1637736864896.0
india,2024,1,State,odisha,864178452,1156388722536.0
india,2024,1,State,west bengal,836408587,1422025506833.0
india,2024,2,District,bengaluru urban,1497173080,1626460643067.0
india,2024,2,District,pune,774940848,703288284286.0
india,2024,2,District,rangareddy,539561247,707566316827.0
india,2024,2,District,jaipur,473991132,581415499446.0
india,2024,2,District,hyderabad,435136278,550918208821.0
india,2024,2,District,medchal malkajgiri,416369023,532889975847.0
india,2024,2,District,gurugram,267480541,231403496054.0
india,2024,2,District,gautam buddha nagar,265595986,216594147530.0
india,2024,2,District,visakhapatnam,260339876,378402015204.0
india,2024,2,District,indore,224896033,239315772788.0
india,2024,2,State,maharashtra,3063494802,3573189333587.0
india,2024,2,State,karnataka,3042012848,3785034703438.0
india,2024,2,State,telangana,2417264357,3461542433312.0
india,2024,2,State,uttar pradesh,2135538658,2704223360067.0
india,2024,2,State,andhra pradesh,1930122300,3181922420088.0
india,2024,2,State,rajasthan,1818855106,2497094537924.0
